14;0;199,056946;02/09/2025;A
1;0;1372;02/09/2025;A
2;0;1363;02/09/2025;A
9;0;1861,118;02/09/2025;A
3;0;1607,8468;02/09/2025;A
10;0;1593,8922;02/09/2025;A
4;0;1713,819326;02/09/2025;A
8;0;900,1692;02/09/2025;A
11;0;260;02/09/2025;A
12;0;250;02/09/2025;A
